Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method
Female,Middle-aged Adults,Yes,0,1,54,No Offer,Yes,42.1,Yes,DSL,12.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
Male,Young Adults,No,0,0,5,Offer E,Yes,34.26,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Female,Young Adults,Yes,2,1,72,No Offer,Yes,17.89,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card
Male,Old Adults,No,0,0,8,No Offer,Yes,42.53,No,Fiber Optic,6.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card
Female,Middle-aged Adults,No,0,0,41,No Offer,Yes,38.21,No,DSL,5.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,1,Offer E,Yes,5.1,Yes,Fiber Optic,10.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,Young Adults,Yes,0,0,72,No Offer,Yes,21.96,Yes,Fiber Optic,59.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Male,Young Adults,Yes,0,7,43,No Offer,Yes,33.97,Yes,DSL,69.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,22,No Offer,Yes,35.4,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card
Female,Middle-aged Adults,Yes,2,3,52,No Offer,Yes,9.87,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Middle-aged Adults,Yes,0,>=10,26,Offer C,Yes,1.75,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card
Male,Young Adults,No,0,0,26,Offer C,Yes,24.67,Yes,Cable,59.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card
Female,Young Adults,No,0,0,61,Offer B,Yes,38.78,Yes,Fiber Optic,42.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Female,Young Adults,Yes,>=3,6,68,No Offer,Yes,16.09,Yes,Fiber Optic,53.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
Male,Young Adults,Yes,1,2,32,No Offer,Yes,35.39,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Young Adults,Yes,0,9,66,No Offer,Yes,36.36,Yes,Cable,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
Female,Old Adults,Yes,0,1,72,Offer A,Yes,4.59,Yes,Fiber Optic,27.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,7,51,No Offer,Yes,20.47,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check
Male,Young Adults,Yes,1,1,50,No Offer,Yes,31.83,No,Cable,47.0,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal
Male,Young Adults,No,0,0,9,Offer E,Yes,24.89,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Female,Old Adults,Yes,>=3,2,28,No Offer,No,0.0,No,DSL,21.0,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,15,Offer D,Yes,45.84,Yes,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,Yes,0,5,72,Offer A,No,0.0,No,DSL,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
Male,Young Adults,Yes,1,5,29,No Offer,Yes,24.64,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check
Male,Young Adults,Yes,1,1,48,Offer B,Yes,38.3,No,DSL,85.0,No,Yes,Yes,No,No,No,Yes,Yes,One Year,Yes,Credit Card
Male,Young Adults,Yes,0,3,22,No Offer,Yes,48.06,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card
Female,Young Adults,Yes,0,0,52,No Offer,Yes,44.34,Yes,Fiber Optic,71.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Female,Young Adults,No,0,0,33,No Offer,Yes,16.76,Yes,Fiber Optic,85.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,24,No Offer,Yes,3.23,Yes,Fiber Optic,26.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card
Female,Young Adults,Yes,0,0,1,No Offer,Yes,35.6,No,DSL,58.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card
Male,Middle-aged Adults,Yes,1,8,71,Offer A,Yes,14.86,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Middle-aged Adults,Yes,0,1,61,No Offer,Yes,46.95,Yes,Cable,21.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,49,No Offer,Yes,19.08,Yes,Fiber Optic,24.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Male,Young Adults,Yes,0,1,68,Offer A,Yes,11.83,Yes,DSL,21.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
Female,Middle-aged Adults,No,0,0,7,No Offer,Yes,39.02,No,Fiber Optic,25.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,1,44,No Offer,Yes,24.62,Yes,Cable,14.0,No,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card
Female,Young Adults,No,0,0,29,No Offer,Yes,39.35,Yes,DSL,69.0,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,11,No Offer,Yes,13.55,No,Fiber Optic,27.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Male,Young Adults,Yes,0,9,66,No Offer,Yes,43.77,Yes,Fiber Optic,41.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal
Male,Middle-aged Adults,Yes,>=3,6,21,No Offer,Yes,31.55,Yes,DSL,23.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,5,Offer E,Yes,29.74,Yes,Fiber Optic,42.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,>=3,5,62,Offer B,Yes,13.25,Yes,Fiber Optic,57.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Male,Young Adults,Yes,0,5,39,Offer C,Yes,40.25,No,Fiber Optic,19.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
Male,Old Adults,Yes,1,5,71,No Offer,Yes,32.12,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Young Adults,Yes,0,8,71,No Offer,Yes,12.12,Yes,Cable,23.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
Female,Middle-aged Adults,No,0,0,24,No Offer,Yes,25.81,Yes,Fiber Optic,3.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,1,2,40,Offer B,Yes,1.89,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,1,20,No Offer,Yes,5.37,No,Fiber Optic,24.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,Yes,1,3,18,No Offer,Yes,10.29,No,DSL,59.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
Male,Old Adults,Yes,0,7,17,No Offer,Yes,46.44,Yes,Fiber Optic,13.0,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,57,No Offer,Yes,9.32,No,DSL,20.0,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card
Female,Old Adults,Yes,0,8,44,Offer B,Yes,44.87,No,Cable,20.0,Yes,Yes,Yes,No,No,No,No,No,One Year,Yes,Credit Card
Male,Young Adults,Yes,1,0,27,No Offer,Yes,14.07,Yes,Fiber Optic,15.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,7,Offer E,Yes,3.34,No,Cable,13.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,2,7,31,Offer C,No,0.0,No,Cable,25.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal
Female,Old Adults,No,0,0,1,Offer E,Yes,24.75,No,Fiber Optic,22.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,1,Offer E,No,0.0,No,Cable,69.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check
Male,Old Adults,No,0,0,1,Offer E,Yes,39.78,No,Cable,12.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check
Female,Old Adults,Yes,1,8,47,No Offer,Yes,37.35,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Old Adults,No,0,0,21,Offer D,Yes,15.89,Yes,Fiber Optic,3.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card
Female,Middle-aged Adults,No,0,0,39,No Offer,No,0.0,No,DSL,6.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,No,0,0,8,Offer E,Yes,48.14,Yes,DSL,18.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,>=10,63,Offer B,Yes,20.37,Yes,Fiber Optic,26.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,12,Offer D,Yes,6.56,No,DSL,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,Old Adults,Yes,0,8,22,No Offer,Yes,22.38,No,Fiber Optic,14.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,Yes,0,6,65,Offer B,Yes,41.34,Yes,Fiber Optic,15.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
Female,Old Adults,Yes,1,5,61,Offer B,Yes,18.26,Yes,Fiber Optic,19.0,Yes,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card
Female,Middle-aged Adults,Yes,2,9,72,No Offer,Yes,12.29,Yes,Fiber Optic,24.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,7,No Offer,Yes,9.19,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,Yes,1,9,72,No Offer,Yes,33.37,Yes,Fiber Optic,16.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
Female,Young Adults,No,0,0,5,Offer E,Yes,48.86,No,Fiber Optic,59.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Young Adults,Yes,0,8,58,Offer B,Yes,37.95,Yes,Fiber Optic,18.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
Female,Middle-aged Adults,Yes,0,7,33,Offer C,No,0.0,No,DSL,7.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Female,Young Adults,Yes,0,3,71,Offer A,No,0.0,No,Cable,8.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
Female,Young Adults,No,0,0,13,Offer D,Yes,17.02,Yes,Fiber Optic,41.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,10,Offer D,Yes,46.33,No,Fiber Optic,26.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,>=3,6,8,Offer E,Yes,26.17,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Male,Young Adults,No,0,0,1,Offer E,Yes,11.73,No,DSL,24.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,>=3,0,39,No Offer,Yes,49.95,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Old Adults,No,0,0,45,No Offer,Yes,4.14,No,Fiber Optic,20.0,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,1,No Offer,No,0.0,No,DSL,9.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,10,Offer D,Yes,34.44,No,Cable,69.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,Yes,0,>=10,71,No Offer,Yes,4.71,No,DSL,29.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card
Male,Middle-aged Adults,No,0,0,48,No Offer,Yes,24.73,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
Female,Old Adults,No,0,0,4,Offer E,Yes,7.49,No,Cable,17.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Young Adults,Yes,0,>=10,52,Offer B,Yes,5.32,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,41,No Offer,Yes,2.32,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
Male,Young Adults,No,0,0,22,Offer D,Yes,48.07,No,Fiber Optic,18.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,40,No Offer,Yes,8.36,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check
Female,Young Adults,Yes,0,1,8,Offer E,Yes,28.37,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,6,Offer E,Yes,21.91,No,DSL,12.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,2,0,19,Offer D,Yes,4.03,No,Cable,26.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card
Male,Young Adults,No,0,0,1,No Offer,Yes,10.41,No,DSL,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check
Male,Young Adults,Yes,2,1,52,No Offer,No,0.0,No,DSL,17.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card
Male,Middle-aged Adults,No,0,0,20,Offer D,Yes,1.36,Yes,Fiber Optic,25.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,>=3,8,68,No Offer,Yes,7.47,Yes,DSL,29.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,24,Offer C,Yes,30.42,Yes,Fiber Optic,14.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,2,No Offer,Yes,5.57,No,Cable,24.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,Young Adults,No,0,0,43,No Offer,Yes,28.9,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
Female,Old Adults,Yes,2,2,66,No Offer,Yes,20.11,Yes,Fiber Optic,25.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal
Male,Old Adults,Yes,>=3,2,45,No Offer,Yes,7.48,Yes,Fiber Optic,27.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,6,33,No Offer,Yes,44.1,Yes,Fiber Optic,22.0,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,Yes,0,1,3,No Offer,Yes,26.71,No,Fiber Optic,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,Yes,0,1,17,No Offer,Yes,13.68,No,Fiber Optic,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,Yes,0,3,47,Offer B,Yes,38.15,Yes,Fiber Optic,14.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,1,9,24,No Offer,Yes,8.67,Yes,Cable,10.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card
Male,Old Adults,Yes,2,4,41,Offer B,Yes,28.55,Yes,Cable,20.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,Young Adults,Yes,>=3,1,11,Offer D,Yes,29.01,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,Yes,0,1,28,No Offer,Yes,37.66,No,Fiber Optic,20.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Male,Middle-aged Adults,No,2,0,47,Offer B,Yes,25.25,No,Cable,17.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,1,54,Offer B,Yes,32.72,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Middle-aged Adults,No,0,0,9,Offer E,Yes,16.48,Yes,Fiber Optic,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,45,Offer B,No,0.0,No,Cable,4.0,No,No,No,No,No,Yes,No,No,One Year,No,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,7,25,Offer C,Yes,11.6,Yes,DSL,10.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card
Female,Old Adults,No,0,0,33,No Offer,No,0.0,No,DSL,16.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal
Male,Young Adults,Yes,0,1,17,Offer D,Yes,28.83,No,Fiber Optic,5.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,35,Offer C,Yes,25.04,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
Male,Young Adults,No,0,0,52,Offer B,Yes,29.16,Yes,Cable,73.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
Male,Young Adults,Yes,0,1,3,No Offer,Yes,13.54,No,Cable,51.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,2,No Offer,Yes,43.99,No,DSL,27.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,3,23,Offer D,Yes,31.53,No,Fiber Optic,20.0,Yes,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,9,12,Offer D,Yes,39.0,No,Fiber Optic,7.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,69,No Offer,Yes,17.74,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,8,No Offer,Yes,35.53,No,Cable,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Male,Old Adults,No,0,0,35,Offer C,Yes,35.1,Yes,Fiber Optic,29.0,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,4,Offer E,No,0.0,No,DSL,48.0,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,1,No Offer,Yes,17.61,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
Female,Old Adults,Yes,0,2,20,No Offer,Yes,38.85,No,Fiber Optic,2.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,32,No Offer,Yes,4.61,Yes,Fiber Optic,12.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Male,Young Adults,Yes,0,1,66,Offer A,Yes,23.27,Yes,DSL,58.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Female,Young Adults,Yes,0,8,25,No Offer,Yes,12.12,Yes,Cable,59.0,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
Female,Old Adults,Yes,0,1,28,Offer C,Yes,16.43,Yes,Fiber Optic,20.0,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card
Female,Young Adults,Yes,1,7,56,No Offer,Yes,7.31,Yes,DSL,76.0,Yes,Yes,No,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,1,39,No Offer,Yes,35.32,Yes,Fiber Optic,30.0,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,1,27,Offer C,Yes,44.19,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
Male,Old Adults,No,0,0,1,No Offer,No,0.0,No,DSL,8.0,No,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,0,6,Offer E,Yes,47.9,No,Fiber Optic,6.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,6,50,Offer B,Yes,42.21,Yes,Fiber Optic,14.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,37,No Offer,Yes,21.84,No,Fiber Optic,41.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,Yes,0,1,45,Offer B,Yes,33.54,Yes,Fiber Optic,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Mailed Check
Male,Young Adults,Yes,>=3,1,69,No Offer,Yes,33.09,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
Female,Young Adults,Yes,1,0,59,No Offer,Yes,13.27,Yes,DSL,15.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card
Male,Old Adults,No,0,0,21,Offer D,Yes,24.91,Yes,Fiber Optic,17.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal
Female,Young Adults,Yes,2,7,6,No Offer,Yes,41.29,Yes,Fiber Optic,19.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,Old Adults,Yes,0,1,5,Offer E,Yes,47.28,Yes,Fiber Optic,11.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,10,Offer D,Yes,29.24,Yes,Fiber Optic,85.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,Yes,0,2,54,No Offer,Yes,8.83,Yes,Fiber Optic,21.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal
Female,Old Adults,No,0,0,4,No Offer,Yes,35.67,No,Fiber Optic,8.0,No,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal
Female,Young Adults,Yes,0,6,32,Offer C,Yes,19.3,No,Fiber Optic,47.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,Yes,0,0,66,Offer A,Yes,7.28,Yes,Fiber Optic,51.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Female,Young Adults,No,>=3,0,2,No Offer,Yes,29.81,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,Yes,0,1,37,No Offer,Yes,36.29,Yes,Fiber Optic,27.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,22,Offer D,Yes,30.35,Yes,Fiber Optic,10.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Female,Young Adults,No,0,0,15,No Offer,Yes,31.68,No,Cable,23.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Young Adults,Yes,0,3,23,No Offer,Yes,31.39,No,DSL,29.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,65,Offer B,Yes,33.71,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,72,Offer A,Yes,3.43,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,4,72,No Offer,Yes,2.95,Yes,Cable,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,8,No Offer,Yes,36.39,No,Fiber Optic,7.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,69,No Offer,Yes,20.62,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Young Adults,No,0,0,18,Offer D,Yes,2.76,No,Fiber Optic,26.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
